iso_code,country,current_population,updated_datetime
THA,Thailand,"70,078,040",2022-06-30 12:49:48.624231
GBR,United Kingdom,"68,497,521",2022-06-30 12:49:48.624231
FRA,France,"65,584,318",2022-06-30 12:49:48.624231
TZA,Tanzania,"63,296,254",2022-06-30 12:49:48.624231
ZAF,South Africa,"60,755,223",2022-06-30 12:49:48.624231
ITA,Italy,"60,262,895",2022-06-30 12:49:48.624231
KEN,Kenya,"56,213,654",2022-06-30 12:49:48.624231
MMR,Myanmar,"55,226,623",2022-06-30 12:49:48.624231
COL,Colombia,"51,512,361",2022-06-30 12:49:48.624231
KOR,South Korea,"51,329,862",2022-06-30 12:49:48.624231
UGA,Uganda,"48,431,144",2022-06-30 12:49:48.624231
ESP,Spain,"46,719,174",2022-06-30 12:49:48.624231
ARG,Argentina,"46,009,719",2022-06-30 12:49:48.624231
SDN,Sudan,"45,990,646",2022-06-30 12:49:48.624231
DZA,Algeria,"45,349,216",2022-06-30 12:49:48.624231
UKR,Ukraine,"43,192,467",2022-06-30 12:49:48.624231
IRQ,Iraq,"42,163,716",2022-06-30 12:49:48.624231
AFG,Afghanistan,"40,753,219",2022-06-30 12:49:48.624231
CAN,Canada,"38,388,009",2022-06-30 12:49:48.624231
MAR,Morocco,"37,772,213",2022-06-30 12:49:48.624231
POL,Poland,"37,739,862",2022-06-30 12:49:48.624231
SAU,Saudi Arabia,"35,844,254",2022-06-30 12:49:48.624231
AGO,Angola,"35,025,945",2022-06-30 12:49:48.624231
UZB,Uzbekistan,"34,381,516",2022-06-30 12:49:48.624231
PER,Peru,"33,683,765",2022-06-30 12:49:48.624231
MYS,Malaysia,"33,180,561",2022-06-30 12:49:48.624231
MOZ,Mozambique,"33,088,282",2022-06-30 12:49:48.624231
GHA,Ghana,"32,394,605",2022-06-30 12:49:48.624231
YEM,Yemen,"31,154,022",2022-06-30 12:49:48.624231
NPL,Nepal,"30,224,939",2022-06-30 12:49:48.624231
VEN,Venezuela,"29,266,454",2022-06-30 12:49:48.624231
MDG,Madagascar,"29,177,122",2022-06-30 12:49:48.624231
CMR,Cameroon,"27,910,672",2022-06-30 12:49:48.624231
CIV,Ivory Coast,"27,741,422",2022-06-30 12:49:48.624231
NER,Niger,"26,082,443",2022-06-30 12:49:48.624231
AUS,Australia,"26,068,431",2022-06-30 12:49:48.624231
PRK,North Korea,"25,990,547",2022-06-30 12:49:48.624231
TWN,Taiwan,"23,888,552",2022-06-30 12:49:48.624231
BFA,Burkina Faso,"22,102,065",2022-06-30 12:49:48.624231
LKA,Sri Lanka,"21,575,741",2022-06-30 12:49:48.624231
MLI,Mali,"21,472,976",2022-06-30 12:49:48.624231
MWI,Malawi,"20,180,161",2022-06-30 12:49:48.624231
ZMB,Zambia,"19,469,533",2022-06-30 12:49:48.624231
SYR,Syria,"19,363,700",2022-06-30 12:49:48.624231
CHL,Chile,"19,250,111",2022-06-30 12:49:48.624231
KAZ,Kazakhstan,"19,204,775",2022-06-30 12:49:48.624231
ROU,Romania,"19,031,464",2022-06-30 12:49:48.624231
GTM,Guatemala,"18,583,615",2022-06-30 12:49:48.624231
ECU,Ecuador,"18,113,065",2022-06-30 12:49:48.624231
SEN,Senegal,"17,653,088",2022-06-30 12:49:48.624231
TCD,Chad,"17,412,945",2022-06-30 12:49:48.624231
NLD,Netherlands,"17,211,399",2022-06-30 12:49:48.624231
KHM,Cambodia,"17,168,356",2022-06-30 12:49:48.624231
SOM,Somalia,"16,841,182",2022-06-30 12:49:48.624231
ZWE,Zimbabwe,"15,331,120",2022-06-30 12:49:48.624231
GIN,Guinea,"13,865,223",2022-06-30 12:49:48.624231
RWA,Rwanda,"13,600,052",2022-06-30 12:49:48.624231
BEN,Benin,"12,784,301",2022-06-30 12:49:48.624231
BDI,Burundi,"12,624,370",2022-06-30 12:49:48.624231
TUN,Tunisia,"12,046,515",2022-06-30 12:49:48.624231
BOL,Bolivia,"11,992,453",2022-06-30 12:49:48.624231
HTI,Haiti,"11,680,107",2022-06-30 12:49:48.624231
BEL,Belgium,"11,668,228",2022-06-30 12:49:48.624231
SSD,South Sudan,"11,618,228",2022-06-30 12:49:48.624231
CUB,Cuba,"11,305,666",2022-06-30 12:49:48.624231
DOM,Dominican Republic,"11,056,239",2022-06-30 12:49:48.624231
CZE,Czech Republic,"10,736,769",2022-06-30 12:49:48.624231
GRC,Greece,"10,316,704",2022-06-30 12:49:48.624231
JOR,Jordan,"10,300,794",2022-06-30 12:49:48.624231
AZE,Azerbaijan,"10,300,106",2022-06-30 12:49:48.624231
HND,Honduras,"10,221,046",2022-06-30 12:49:48.624231
SWE,Sweden,"10,218,896",2022-06-30 12:49:48.624231
PRT,Portugal,"10,140,607",2022-06-30 12:49:48.624231
ARE,United Arab Emirates,"10,081,665",2022-06-30 12:49:48.624231
TJK,Tajikistan,"9,957,200",2022-06-30 12:49:48.624231
HUN,Hungary,"9,606,295",2022-06-30 12:49:48.624231
BLR,Belarus,"9,432,813",2022-06-30 12:49:48.624231
PNG,Papua New Guinea,"9,291,948",2022-06-30 12:49:48.624231
AUT,Austria,"9,066,674",2022-06-30 12:49:48.624231
ISR,Israel,"8,922,723",2022-06-30 12:49:48.624231
CHE,Switzerland,"8,773,561",2022-06-30 12:49:48.624231
TGO,Togo,"8,680,578",2022-06-30 12:49:48.624231
SRB,Serbia,"8,653,070",2022-06-30 12:49:48.624231
SLE,Sierra Leone,"8,306,226",2022-06-30 12:49:48.624231
HKG,Hong Kong,"7,604,230",2022-06-30 12:49:48.624231
LAO,Laos,"7,480,894",2022-06-30 12:49:48.624231
PRY,Paraguay,"7,305,734",2022-06-30 12:49:48.624231
LBY,Libya,"7,040,641",2022-06-30 12:49:48.624231
BGR,Bulgaria,"6,844,663",2022-06-30 12:49:48.624231
NIC,Nicaragua,"6,779,002",2022-06-30 12:49:48.624231
KGZ,Kyrgyzstan,"6,728,143",2022-06-30 12:49:48.624231
LBN,Lebanon,"6,684,921",2022-06-30 12:49:48.624231
SLV,El Salvador,"6,550,349",2022-06-30 12:49:48.624231
TKM,Turkmenistan,"6,201,836",2022-06-30 12:49:48.624231
SGP,Singapore,"5,943,486",2022-06-30 12:49:48.624231
DNK,Denmark,"5,834,923",2022-06-30 12:49:48.624231
FIN,Finland,"5,554,951",2022-06-30 12:49:48.624231
NOR,Norway,"5,511,312",2022-06-30 12:49:48.624231
SVK,Slovakia,"5,460,193",2022-06-30 12:49:48.624231
PSE,Palestine,"5,345,386",2022-06-30 12:49:48.624231
OMN,Oman,"5,323,855",2022-06-30 12:49:48.624231
LBR,Liberia,"5,304,958",2022-06-30 12:49:48.624231
CRI,Costa Rica,"5,182,299",2022-06-30 12:49:48.624231
IRL,Ireland,"5,020,149",2022-06-30 12:49:48.624231
CAF,Central African Republic,"5,016,557",2022-06-30 12:49:48.624231
MRT,Mauritania,"4,901,820",2022-06-30 12:49:48.624231
NZL,New Zealand,"4,898,155",2022-06-30 12:49:48.624231
PAN,Panama,"4,446,881",2022-06-30 12:49:48.624231
KWT,Kuwait,"4,380,253",2022-06-30 12:49:48.624231
HRV,Croatia,"4,059,315",2022-06-30 12:49:48.624231
MDA,Moldova,"4,013,185",2022-06-30 12:49:48.624231
GEO,Georgia,"3,968,751",2022-06-30 12:49:48.624231
ERI,Eritrea,"3,662,169",2022-06-30 12:49:48.624231
URY,Uruguay,"3,496,003",2022-06-30 12:49:48.624231
MNG,Mongolia,"3,378,016",2022-06-30 12:49:48.624231
BIH,Bosnia And Herzegovina,"3,249,339",2022-06-30 12:49:48.624231
JAM,Jamaica,"2,985,079",2022-06-30 12:49:48.624231
QAT,Qatar,"2,979,850",2022-06-30 12:49:48.624231
ARM,Armenia,"2,971,961",2022-06-30 12:49:48.624231
ALB,Albania,"2,866,382",2022-06-30 12:49:48.624231
PRI,Puerto Rico,"2,829,829",2022-06-30 12:49:48.624231
LTU,Lithuania,"2,661,746",2022-06-30 12:49:48.624231
NAM,Namibia,"2,633,815",2022-06-30 12:49:48.624231
GMB,Gambia,"2,558,391",2022-06-30 12:49:48.624231
BWA,Botswana,"2,441,106",2022-06-30 12:49:48.624231
GAB,Gabon,"2,331,465",2022-06-30 12:49:48.624231
LSO,Lesotho,"2,175,678",2022-06-30 12:49:48.624231
MKD,North Macedonia,"2,081,306",2022-06-30 12:49:48.624231
SVN,Slovenia,"2,078,035",2022-06-30 12:49:48.624231
GNB,Guinea Bissau,"2,063,306",2022-06-30 12:49:48.624231
LVA,Latvia,"1,848,861",2022-06-30 12:49:48.624231
BHR,Bahrain,"1,783,933",2022-06-30 12:49:48.624231
GNQ,Equatorial Guinea,"1,496,602",2022-06-30 12:49:48.624231
TTO,Trinidad And Tobago,"1,406,581",2022-06-30 12:49:48.624231
TLS,Timor Leste,"1,369,397",2022-06-30 12:49:48.624231
EST,Estonia,"1,321,913",2022-06-30 12:49:48.624231
MUS,Mauritius,"1,274,725",2022-06-30 12:49:48.624231
CYP,Cyprus,"1,223,377",2022-06-30 12:49:48.624231
DJI,Djibouti,"1,016,079",2022-06-30 12:49:48.624231
FJI,Fiji,"909,458",2022-06-30 12:49:48.624231
RU,Reunion,"908,053",2022-06-30 12:49:48.624231
COM,Comoros,"907,394",2022-06-30 12:49:48.624231
GUY,Guyana,"794,040",2022-06-30 12:49:48.624231
BTN,Bhutan,"787,931",2022-06-30 12:49:48.624231
SLB,Solomon Islands,"721,137",2022-06-30 12:49:48.624231
MAC,Macau,"667,478",2022-06-30 12:49:48.624231
LUX,Luxembourg,"642,361",2022-06-30 12:49:48.624231
MNE,Montenegro,"627,950",2022-06-30 12:49:48.624231
ESH,Western Sahara,"626,143",2022-06-30 12:49:48.624231
SUR,Suriname,"596,824",2022-06-30 12:49:48.624231
CPV,Cape Verde,"567,671",2022-06-30 12:49:48.624231
MDV,Maldives,"540,985",2022-06-30 12:49:48.624231
BRN,Brunei,"445,426",2022-06-30 12:49:48.624231
MLT,Malta,"444,032",2022-06-30 12:49:48.624231
BLZ,Belize,"412,181",2022-06-30 12:49:48.624231
BHS,Bahamas,"400,511",2022-06-30 12:49:48.624231
MTQ,Martinique,"374,088",2022-06-30 12:49:48.624231
ISL,Iceland,"345,390",2022-06-30 12:49:48.624231
VUT,Vanuatu,"321,822",2022-06-30 12:49:48.624231
NCL,New Caledonia,"290,912",2022-06-30 12:49:48.624231
BRB,Barbados,"288,023",2022-06-30 12:49:48.624231
MYT,Mayotte,"286,250",2022-06-30 12:49:48.624231
PYF,French Polynesia,"284,162",2022-06-30 12:49:48.624231
STP,Sao Tome And Principe,"227,673",2022-06-30 12:49:48.624231
WSM,Samoa,"202,237",2022-06-30 12:49:48.624231
LCA,Saint Lucia,"185,112",2022-06-30 12:49:48.624231
GUM,Guam,"171,517",2022-06-30 12:49:48.624231
CUW,Curacao,"165,528",2022-06-30 12:49:48.624231
KIR,Kiribati,"123,416",2022-06-30 12:49:48.624231
FSM,Micronesia,"117,488",2022-06-30 12:49:48.624231
GRD,Grenada,"113,475",2022-06-30 12:49:48.624231
TON,Tonga,"107,748",2022-06-30 12:49:48.624231
ABW,Aruba,"107,609",2022-06-30 12:49:48.624231
VIR,United States Virgin Islands,"103,971",2022-06-30 12:49:48.624231
ATG,Antigua And Barbuda,"99,508",2022-06-30 12:49:48.624231
SYC,Seychelles,"99,426",2022-06-30 12:49:48.624231
AND,Andorra,"77,463",2022-06-30 12:49:48.624231
DMA,Dominica,"72,344",2022-06-30 12:49:48.624231
CYM,Cayman Islands,"67,277",2022-06-30 12:49:48.624231
BMU,Bermuda,"61,939",2022-06-30 12:49:48.624231
MHL,Marshall Islands,"60,057",2022-06-30 12:49:48.624231
MNP,Northern Mariana Islands,"58,269",2022-06-30 12:49:48.624231
GRL,Greenland,"56,973",2022-06-30 12:49:48.624231
ASM,American Samoa,"55,030",2022-06-30 12:49:48.624231
KNA,Saint Kitts And Nevis,"53,871",2022-06-30 12:49:48.624231
FRO,Faroe Islands,"49,233",2022-06-30 12:49:48.624231
MAF,Sint Maarten,"43,966",2022-06-30 12:49:48.624231
MCO,Monaco,"39,783",2022-06-30 12:49:48.624231
TCA,Turks And Caicos Islands,"39,741",2022-06-30 12:49:48.624231
MAF,Saint Martin,"39,730",2022-06-30 12:49:48.624231
LIE,Liechtenstein,"38,387",2022-06-30 12:49:48.624231
SMR,San Marino,"34,085",2022-06-30 12:49:48.624231
GIB,Gibraltar,"33,704",2022-06-30 12:49:48.624231
PLW,Palau,"18,233",2022-06-30 12:49:48.624231
COK,Cook Islands,"17,571",2022-06-30 12:49:48.624231
AIA,Anguilla,"15,230",2022-06-30 12:49:48.624231
TUV,Tuvalu,"12,066",2022-06-30 12:49:48.624231
WLF,Wallis And Futuna,"10,982",2022-06-30 12:49:48.624231
NRU,Nauru,"10,903",2022-06-30 12:49:48.624231
BL,Saint Barthelemy,"9,945",2022-06-30 12:49:48.624231
SPM,Saint Pierre And Miquelon,"5,759",2022-06-30 12:49:48.624231
MSR,Montserrat,"4,965",2022-06-30 12:49:48.624231
FLK,Falkland Islands,"3,539",2022-06-30 12:49:48.624231
NIU,Niue,"1,622",2022-06-30 12:49:48.624231
TKL,Tokelau,"1,378",2022-06-30 12:49:48.624231
VAT,Vatican City,799,2022-06-30 12:49:48.624231
CHN,China,"1,448,477,683",2022-07-01 12:53:20.695285
IND,India,"1,406,651,180",2022-07-01 12:53:20.695285
USA,United States,"334,808,076",2022-07-01 12:53:20.695285
IDN,Indonesia,"279,138,588",2022-07-01 12:53:20.695285
PAK,Pakistan,"229,495,278",2022-07-01 12:53:20.695285
NGA,Nigeria,"216,754,805",2022-07-01 12:53:20.695285
BRA,Brazil,"215,355,589",2022-07-01 12:53:20.695285
BGD,Bangladesh,"167,887,999",2022-07-01 12:53:20.695285
RUS,Russia,"145,805,814",2022-07-01 12:53:20.695285
MEX,Mexico,"131,564,683",2022-07-01 12:53:20.695285
JPN,Japan,"125,584,161",2022-07-01 12:53:20.695285
ETH,Ethiopia,"120,817,008",2022-07-01 12:53:20.695285
PHL,Philippines,"112,511,139",2022-07-01 12:53:20.695285
EGY,Egypt,"106,159,484",2022-07-01 12:53:20.695285
VNM,Vietnam,"98,954,702",2022-07-01 12:53:20.695285
IRN,Iran,"86,024,285",2022-07-01 12:53:20.695285
TUR,Turkey,"85,562,875",2022-07-01 12:53:20.695285
DEU,Germany,"83,883,650",2022-07-01 12:53:20.695285
THA,Thailand,"70,078,392",2022-07-01 12:53:20.695285
GBR,United Kingdom,"68,498,352",2022-07-01 12:53:20.695285
FRA,France,"65,584,749",2022-07-01 12:53:20.695285
TZA,Tanzania,"63,301,200",2022-07-01 12:53:20.695285
ZAF,South Africa,"60,757,188",2022-07-01 12:53:20.695285
ITA,Italy,"60,262,626",2022-07-01 12:53:20.695285
KEN,Kenya,"56,217,029",2022-07-01 12:53:20.695285
MMR,Myanmar,"55,227,743",2022-07-01 12:53:20.695285
COL,Colombia,"51,513,224",2022-07-01 12:53:20.695285
KOR,South Korea,"51,329,942",2022-07-01 12:53:20.695285
UGA,Uganda,"48,434,847",2022-07-01 12:53:20.695285
ESP,Spain,"46,719,105",2022-07-01 12:53:20.695285
ARG,Argentina,"46,010,829",2022-07-01 12:53:20.695285
SDN,Sudan,"45,993,606",2022-07-01 12:53:20.695285
DZA,Algeria,"45,351,223",2022-07-01 12:53:20.695285
UKR,Ukraine,"43,191,724",2022-07-01 12:53:20.695285
IRQ,Iraq,"42,166,406",2022-07-01 12:53:20.695285
AFG,Afghanistan,"40,755,737",2022-07-01 12:53:20.695285
CAN,Canada,"38,388,893",2022-07-01 12:53:20.695285
MAR,Morocco,"37,773,382",2022-07-01 12:53:20.695285
POL,Poland,"37,739,696",2022-07-01 12:53:20.695285
SAU,Saudi Arabia,"35,845,665",2022-07-01 12:53:20.695285
AGO,Angola,"35,028,956",2022-07-01 12:53:20.695285
UZB,Uzbekistan,"34,382,739",2022-07-01 12:53:20.695285
PER,Peru,"33,684,719",2022-07-01 12:53:20.695285
MYS,Malaysia,"33,181,662",2022-07-01 12:53:20.695285
MOZ,Mozambique,"33,090,821",2022-07-01 12:53:20.695285
GHA,Ghana,"32,396,425",2022-07-01 12:53:20.695285
YEM,Yemen,"31,155,842",2022-07-01 12:53:20.695285
NPL,Nepal,"30,226,324",2022-07-01 12:53:20.695285
VEN,Venezuela,"29,267,610",2022-07-01 12:53:20.695285
MDG,Madagascar,"29,179,179",2022-07-01 12:53:20.695285
CMR,Cameroon,"27,912,559",2022-07-01 12:53:20.695285
CIV,Ivory Coast,"27,743,309",2022-07-01 12:53:20.695285
NER,Niger,"26,085,064",2022-07-01 12:53:20.695285
AUS,Australia,"26,069,209",2022-07-01 12:53:20.695285
PRK,North Korea,"25,990,831",2022-07-01 12:53:20.695285
TWN,Taiwan,"23,888,645",2022-07-01 12:53:20.695285
BFA,Burkina Faso,"22,103,730",2022-07-01 12:53:20.695285
LKA,Sri Lanka,"21,575,958",2022-07-01 12:53:20.695285
MLI,Mali,"21,474,674",2022-07-01 12:53:20.695285
MWI,Malawi,"20,181,621",2022-07-01 12:53:20.695285
ZMB,Zambia,"19,471,043",2022-07-01 12:53:20.695285
SYR,Syria,"19,366,089",2022-07-01 12:53:20.695285
CHL,Chile,"19,250,292",2022-07-01 12:53:20.695285
KAZ,Kazakhstan,"19,205,352",2022-07-01 12:53:20.695285
ROU,Romania,"19,031,186",2022-07-01 12:53:20.695285
GTM,Guatemala,"18,584,529",2022-07-01 12:53:20.695285
ECU,Ecuador,"18,113,703",2022-07-01 12:53:20.695285
SEN,Senegal,"17,654,344",2022-07-01 12:53:20.695285
TCD,Chad,"17,414,313",2022-07-01 12:53:20.695285
NLD,Netherlands,"17,211,502",2022-07-01 12:53:20.695285
KHM,Cambodia,"17,168,965",2022-07-01 12:53:20.695285
SOM,Somalia,"16,842,502",2022-07-01 12:53:20.695285
ZWE,Zimbabwe,"15,331,784",2022-07-01 12:53:20.695285
GIN,Guinea,"13,866,231",2022-07-01 12:53:20.695285
RWA,Rwanda,"13,600,939",2022-07-01 12:53:20.695285
BEN,Benin,"12,785,217",2022-07-01 12:53:20.695285
BDI,Burundi,"12,625,382",2022-07-01 12:53:20.695285
TUN,Tunisia,"12,046,818",2022-07-01 12:53:20.695285
BOL,Bolivia,"11,992,890",2022-07-01 12:53:20.695285
HTI,Haiti,"11,680,486",2022-07-01 12:53:20.695285
BEL,Belgium,"11,668,335",2022-07-01 12:53:20.695285
SSD,South Sudan,"11,618,837",2022-07-01 12:53:20.695285
CUB,Cuba,"11,305,636",2022-07-01 12:53:20.695285
DOM,Dominican Republic,"11,056,521",2022-07-01 12:53:20.695285
CZE,Czech Republic,"10,736,801",2022-07-01 12:53:20.695285
GRC,Greece,"10,316,560",2022-07-01 12:53:20.695285
JOR,Jordan,"10,300,956",2022-07-01 12:53:20.695285
AZE,Azerbaijan,"10,300,319",2022-07-01 12:53:20.695285
HND,Honduras,"10,221,479",2022-07-01 12:53:20.695285
SWE,Sweden,"10,219,058",2022-07-01 12:53:20.695285
PRT,Portugal,"10,140,528",2022-07-01 12:53:20.695285
ARE,United Arab Emirates,"10,081,924",2022-07-01 12:53:20.695285
TJK,Tajikistan,"9,957,769",2022-07-01 12:53:20.695285
HUN,Hungary,"9,606,217",2022-07-01 12:53:20.695285
BLR,Belarus,"9,432,786",2022-07-01 12:53:20.695285
PNG,Papua New Guinea,"9,292,424",2022-07-01 12:53:20.695285
AUT,Austria,"9,066,752",2022-07-01 12:53:20.695285
ISR,Israel,"8,923,087",2022-07-01 12:53:20.695285
CHE,Switzerland,"8,773,725",2022-07-01 12:53:20.695285
TGO,Togo,"8,681,136",2022-07-01 12:53:20.695285
SRB,Serbia,"8,652,953",2022-07-01 12:53:20.695285
SLE,Sierra Leone,"8,306,678",2022-07-01 12:53:20.695285
HKG,Hong Kong,"7,604,378",2022-07-01 12:53:20.695285
LAO,Laos,"7,481,172",2022-07-01 12:53:20.695285
PRY,Paraguay,"7,305,969",2022-07-01 12:53:20.695285
LBY,Libya,"7,040,865",2022-07-01 12:53:20.695285
BGR,Bulgaria,"6,844,521",2022-07-01 12:53:20.695285
NIC,Nicaragua,"6,779,213",2022-07-01 12:53:20.695285
KGZ,Kyrgyzstan,"6,728,418",2022-07-01 12:53:20.695285
LBN,Lebanon,"6,684,766",2022-07-01 12:53:20.695285
SLV,El Salvador,"6,550,435",2022-07-01 12:53:20.695285
TKM,Turkmenistan,"6,202,066",2022-07-01 12:53:20.695285
SGP,Singapore,"5,943,615",2022-07-01 12:53:20.695285
DNK,Denmark,"5,834,982",2022-07-01 12:53:20.695285
FIN,Finland,"5,554,970",2022-07-01 12:53:20.695285
NOR,Norway,"5,511,437",2022-07-01 12:53:20.695285
SVK,Slovakia,"5,460,192",2022-07-01 12:53:20.695285
PSE,Palestine,"5,345,720",2022-07-01 12:53:20.695285
OMN,Oman,"5,324,152",2022-07-01 12:53:20.695285
LBR,Liberia,"5,305,301",2022-07-01 12:53:20.695285
CRI,Costa Rica,"5,182,417",2022-07-01 12:53:20.695285
IRL,Ireland,"5,020,256",2022-07-01 12:53:20.695285
CAF,Central African Republic,"5,016,818",2022-07-01 12:53:20.695285
MRT,Mauritania,"4,902,167",2022-07-01 12:53:20.695285
NZL,New Zealand,"4,898,258",2022-07-01 12:53:20.695285
PAN,Panama,"4,447,060",2022-07-01 12:53:20.695285
KWT,Kuwait,"4,380,410",2022-07-01 12:53:20.695285
HRV,Croatia,"4,059,252",2022-07-01 12:53:20.695285
MDA,Moldova,"4,013,155",2022-07-01 12:53:20.695285
GEO,Georgia,"3,968,722",2022-07-01 12:53:20.695285
ERI,Eritrea,"3,662,331",2022-07-01 12:53:20.695285
URY,Uruguay,"3,496,032",2022-07-01 12:53:20.695285
MNG,Mongolia,"3,378,150",2022-07-01 12:53:20.695285
BIH,Bosnia And Herzegovina,"3,249,292",2022-07-01 12:53:20.695285
JAM,Jamaica,"2,985,111",2022-07-01 12:53:20.695285
QAT,Qatar,"2,979,990",2022-07-01 12:53:20.695285
ARM,Armenia,"2,971,971",2022-07-01 12:53:20.695285
ALB,Albania,"2,866,364",2022-07-01 12:53:20.695285
PRI,Puerto Rico,"2,829,792",2022-07-01 12:53:20.695285
LTU,Lithuania,"2,661,665",2022-07-01 12:53:20.695285
NAM,Namibia,"2,633,942",2022-07-01 12:53:20.695285
GMB,Gambia,"2,558,587",2022-07-01 12:53:20.695285
BWA,Botswana,"2,441,226",2022-07-01 12:53:20.695285
GAB,Gabon,"2,331,611",2022-07-01 12:53:20.695285
LSO,Lesotho,"2,175,724",2022-07-01 12:53:20.695285
MKD,North Macedonia,"2,081,302",2022-07-01 12:53:20.695285
SVN,Slovenia,"2,078,033",2022-07-01 12:53:20.695285
GNB,Guinea Bissau,"2,063,437",2022-07-01 12:53:20.695285
LVA,Latvia,"1,848,810",2022-07-01 12:53:20.695285
BHR,Bahrain,"1,784,041",2022-07-01 12:53:20.695285
GNQ,Equatorial Guinea,"1,496,731",2022-07-01 12:53:20.695285
TTO,Trinidad And Tobago,"1,406,590",2022-07-01 12:53:20.695285
TLS,Timor Leste,"1,369,466",2022-07-01 12:53:20.695285
EST,Estonia,"1,321,906",2022-07-01 12:53:20.695285
MUS,Mauritius,"1,274,729",2022-07-01 12:53:20.695285
CYP,Cyprus,"1,223,399",2022-07-01 12:53:20.695285
DJI,Djibouti,"1,016,117",2022-07-01 12:53:20.695285
FJI,Fiji,"909,476",2022-07-01 12:53:20.695285
RU,Reunion,"908,070",2022-07-01 12:53:20.695285
COM,Comoros,"907,447",2022-07-01 12:53:20.695285
GUY,Guyana,"794,050",2022-07-01 12:53:20.695285
BTN,Bhutan,"787,953",2022-07-01 12:53:20.695285
SLB,Solomon Islands,"721,185",2022-07-01 12:53:20.695285
MAC,Macau,"667,503",2022-07-01 12:53:20.695285
LUX,Luxembourg,"642,383",2022-07-01 12:53:20.695285
MNE,Montenegro,"627,950",2022-07-01 12:53:20.695285
ESH,Western Sahara,"626,182",2022-07-01 12:53:20.695285
SUR,Suriname,"596,839",2022-07-01 12:53:20.695285
CPV,Cape Verde,"567,687",2022-07-01 12:53:20.695285
MDV,Maldives,"540,986",2022-07-01 12:53:20.695285
BRN,Brunei,"445,437",2022-07-01 12:53:20.695285
MLT,Malta,"444,035",2022-07-01 12:53:20.695285
BLZ,Belize,"412,201",2022-07-01 12:53:20.695285
BHS,Bahamas,"400,521",2022-07-01 12:53:20.695285
MTQ,Martinique,"374,086",2022-07-01 12:53:20.695285
ISL,Iceland,"345,396",2022-07-01 12:53:20.695285
VUT,Vanuatu,"321,843",2022-07-01 12:53:20.695285
NCL,New Caledonia,"290,919",2022-07-01 12:53:20.695285
BRB,Barbados,"288,024",2022-07-01 12:53:20.695285
MYT,Mayotte,"286,269",2022-07-01 12:53:20.695285
PYF,French Polynesia,"284,166",2022-07-01 12:53:20.695285
STP,Sao Tome And Principe,"227,685",2022-07-01 12:53:20.695285
WSM,Samoa,"202,242",2022-07-01 12:53:20.695285
LCA,Saint Lucia,"185,114",2022-07-01 12:53:20.695285
GUM,Guam,"171,521",2022-07-01 12:53:20.695285
CUW,Curacao,"165,530",2022-07-01 12:53:20.695285
KIR,Kiribati,"123,422",2022-07-01 12:53:20.695285
FSM,Micronesia,"117,491",2022-07-01 12:53:20.695285
GRD,Grenada,"113,476",2022-07-01 12:53:20.695285
TON,Tonga,"107,751",2022-07-01 12:53:20.695285
ABW,Aruba,"107,610",2022-07-01 12:53:20.695285
VIR,United States Virgin Islands,"103,970",2022-07-01 12:53:20.695285
ATG,Antigua And Barbuda,"99,510",2022-07-01 12:53:20.695285
SYC,Seychelles,"99,427",2022-07-01 12:53:20.695285
AND,Andorra,"77,463",2022-07-01 12:53:20.695285
DMA,Dominica,"72,344",2022-07-01 12:53:20.695285
CYM,Cayman Islands,"67,277",2022-07-01 12:53:20.695285
BMU,Bermuda,"61,939",2022-07-01 12:53:20.695285
MHL,Marshall Islands,"60,057",2022-07-01 12:53:20.695285
MNP,Northern Mariana Islands,"58,269",2022-07-01 12:53:20.695285
GRL,Greenland,"56,973",2022-07-01 12:53:20.695285
ASM,American Samoa,"55,030",2022-07-01 12:53:20.695285
KNA,Saint Kitts And Nevis,"53,871",2022-07-01 12:53:20.695285
FRO,Faroe Islands,"49,233",2022-07-01 12:53:20.695285
MAF,Sint Maarten,"43,966",2022-07-01 12:53:20.695285
MCO,Monaco,"39,783",2022-07-01 12:53:20.695285
TCA,Turks And Caicos Islands,"39,741",2022-07-01 12:53:20.695285
MAF,Saint Martin,"39,730",2022-07-01 12:53:20.695285
LIE,Liechtenstein,"38,387",2022-07-01 12:53:20.695285
SMR,San Marino,"34,085",2022-07-01 12:53:20.695285
GIB,Gibraltar,"33,704",2022-07-01 12:53:20.695285
PLW,Palau,"18,233",2022-07-01 12:53:20.695285
COK,Cook Islands,"17,571",2022-07-01 12:53:20.695285
AIA,Anguilla,"15,230",2022-07-01 12:53:20.695285
TUV,Tuvalu,"12,066",2022-07-01 12:53:20.695285
WLF,Wallis And Futuna,"10,982",2022-07-01 12:53:20.695285
NRU,Nauru,"10,903",2022-07-01 12:53:20.695285
BL,Saint Barthelemy,"9,945",2022-07-01 12:53:20.695285
SPM,Saint Pierre And Miquelon,"5,759",2022-07-01 12:53:20.695285
MSR,Montserrat,"4,965",2022-07-01 12:53:20.695285
FLK,Falkland Islands,"3,539",2022-07-01 12:53:20.695285
NIU,Niue,"1,622",2022-07-01 12:53:20.695285
TKL,Tokelau,"1,378",2022-07-01 12:53:20.695285
VAT,Vatican City,799,2022-07-01 12:53:20.695285
CHN,China,"1,448,489,257",2022-07-02 12:37:48.186132
IND,India,"1,406,686,922",2022-07-02 12:37:48.186132
